41,1
59,18
11,13
44,16
51,8
31,16
70,21
73,12
68,28
33,18
47,17
62,11
60,15
55,31
49,2
75,13
45,17
29,11
35,23
42,23
66,19
36,11
47,12
42,19
19,18
33,7
64,18
25,11
53,20
52,14
87,18
53,10
27,16
37,18
46,20
41,11
33,8
33,12
47,22
44,15
28,15
36,9
48,18
59,11
72,27
10,8
25,16
2,12
65,19
67,25
40,14
44,13
55,17
53,11
54,4
58,14
37,19
36,9
58,21
2,8
48,15
45,16
64,15
57,17
58,16
43,18
51,4
25,10
32,11
55,7
75,22
83,32
31,14
28,28
34,17
51,9
58,12
57,21
35,10
41,20
29,7
52,13
58,16
59,10
64,14
39,13
69,25
10,19
69,16
38,17
36,14
47,21
27,12
34,6
65,18
19,8
64,21
55,23
53,6
72,16
56,30
73,23
22,17
59,12
31,11
34,9
96,20
34,11
35,26
46,19
72,22
39,21
33,13
39,13
78,19
48,11
65,19
56,24
61,25
70,17
58,25
68,25
47,13
88,16
42,22
62,21
58,9
44,10
56,4
60,17
66,15
34,19
72,22
55,13
35,11
75,16
60,15
47,15
69,33
65,5
44,4
43,20
42,9
35,12
70,23
57,12
50,8
1,8
18,27
61,39
31,8
41,18
55,16
82,21
37,14
46,23
47,24
34,11
34,24
54,15
37,13
48,22
47,6
34,8
49,17
46,9
70,13
18,15
38,14
34,12
52,7
42,10
31,19
58,5
39,6
44,19
67,9
61,32
45,8
29,15
58,3
52,9
45,7
33,1
47,14
44,19
48,10
54,5
46,16
45,6
61,8
70,8
53,4
31,11
66,6
31,16
57,17
60,27
65,25
46,30
44,8
51,8
46,12
45,9
1,3
48,11
52,12
33,19
66,7
51,27
49,33
9,20
19,16
63,8
46,15
24,14
34,4
51,18
22,20
36,13
73,19
66,26
35,9
57,7
54,4
47,14
34,10
33,8
53,8
38,8
41,10
73,13
48,10
61,25
36,19
58,8
50,12
69,25
67,12
52,16
64,11
34,8
47,20
58,14
33,17
71,15
48,14
51,10
44,12
36,1
63,16
2,12
35,15
37,9
57,13
57,22
11,13
77,17
65,13
50,6
35,3
68,21
34,28
36,2
37,13
46,6
60,13
36,4
55,17
68,19
45,5
62,21
36,5
69,25
71,11
57,3
54,14
50,3
57,19
59,29
71,33
81,24
10,17
67,11
35,12
76,31
44,13
39,12
48,15
44,7
35,8
66,19
59,11
56,19
54,8
73,19
48,8
59,22
31,16
58,9
59,5
56,16
57,13
56,6
90,15
66,14
72,26
58,11
33,11
58,13
57,19
46,13
40,10
31,8
49,7
31,14
54,12
55,13
70,20
69,11
63,4
34,16
42,10
93,31
44,16
78,24
35,7
34,5
31,16
77,29
50,16
76,30
37,13
3,13
45,8
51,8
103,61
67,24
61,20
48,15
10,1
43,9
43,14
60,25
46,7
1,10
33,5
41,15
34,10
78,27
37,14
39,19
46,7
62,8
63,15
56,17
47,11
13,9
41,18
31,6
45,4
77,40
34,11
34,20
11,16
56,15
46,23
63,2
33,8
70,15
48,10
61,12
31,14
71,7
46,5
80,26
41,5
51,31
58,26
43,18
47,9
66,14
60,21
47,13
46,10
53,18
56,18
72,9
43,5
34,7
59,3
46,11
75,12
77,15
51,10
65,28
62,25
45,15
58,13
80,12
42,21
31,17
85,11
90,15
46,22
45,13
63,24
36,7
44,9
16,4
36,9
76,46
50,16
47,12
60,18
64,26
10,11
52,7
38,12
68,20
58,16
15,10
39,12
51,9
47,2
56,13
57,24
48,11
34,12
78,19
34,7
63,5
70,14
46,5
41,9
32,28
53,15
37,28
12,28
72,23
55,12
71,15
60,31
41,8
56,26
34,13
56,14
55,18
30,7
52,14
78,10
63,18
70,9
35,6
47,10
50,5
48,18
47,17
46,23
69,19
72,19
36,10
48,6
46,15
70,33
61,19
71,41
66,16
34,10
24,31
63,15
48,2
44,8
23,5
11,11
50,8
63,18
64,33
42,13
12,13
25,16
37,10
54,20
39,8
56,14
49,14
56,15
72,14
32,21
70,13
1,11
33,1
37,20
49,1
46,16
51,14
36,9
53,20
52,5
49,21
54,16
59,12
34,11
50,18
57,15
44,12
37,3
35,13
38,8
17,9
41,5
78,36
75,20
50,5
41,5
44,4
71,32
69,19
48,13
52,17
59,17
56,24
46,14
47,31
35,4
27,5
30,11
60,13
44,15
75,19
62,14
52,19
61,10
38,6
73,14
32,6
37,5
60,17
39,20
43,9
43,21
47,24
60,14
37,28
50,20
53,4
52,12
57,12
61,13
42,17
66,13
42,10
30,12
36,5
54,17
45,7
21,9
22,14
79,11
48,15
34,16
32,13
65,5
49,16
26,24
37,13
22,13
25,24
37,9
60,15
37,29
36,23
70,24
66,22
47,20
77,32
69,12
77,17
49,20
44,15
5,4
46,20
34,9
54,16
73,17
87,12
43,5
59,5
36,16
51,8
56,10
33,10
55,16
61,5
12,5
41,17
11,18
30,11
34,17
36,23
36,25
48,10
38,14
25,9
43,10
46,7
42,11
47,25
38,20
50,9
42,6
33,8
42,10
95,10
81,17
36,9
35,12
12,8
60,4
49,11
44,9
43,16
34,19
97,23
45,21
65,11
52,16
61,27
46,10
37,9
67,26
57,17
48,11
84,15
14,10
49,5
61,34
70,29
75,7
10,12
49,22
39,17
50,6
42,5
52,10
33,12
41,11
19,10
31,12
45,15
54,7
50,25
60,25
68,2
67,22
81,11
37,5
74,41
49,27
64,21
27,12
48,16
44,10
41,15
43,8
56,1
79,21
34,13
62,13
74,35
60,10
54,13
64,9
48,16
45,16
43,26
47,11
46,5
23,8
47,12
79,18
43,14
61,12
39,16
36,12
41,10
76,17
58,8
56,11
52,12
53,14
79,17
84,7
50,7
51,10
46,6
71,20
44,14
63,19
44,14
65,10
10,13
49,8
62,14
31,12
75,33
48,13
28,17
50,6
62,11
74,21
53,22
34,3
13,7
68,32
50,8
51,23
54,17
19,19
54,8
55,8
66,18
53,16
34,17
19,22
34,5
31,5
39,5
39,50
52,9
57,20
51,8
29,13
81,27
51,11
28,16
46,24
63,5
59,15
37,16
57,12
34,8
50,31
29,11
77,15
53,12
46,7
37,22
40,23
57,20
53,15
36,9
50,11
65,23
48,12
47,10
19,18
78,43
22,19
39,27
61,20
38,10
53,21
40,8
31,20
52,9
23,23
42,12
29,14
46,20
33,14
43,11
70,9
54,13
11,13
29,13
67,10
44,16
74,12
52,11
57,11
73,18
55,23
59,46
51,9
69,26
49,20
43,18
57,15
67,16
61,29
74,8
45,12
78,13
46,24
43,14
34,5
10,3
45,19
63,19
41,2
54,15
62,20
48,17
59,27
51,16
61,9
76,28
37,9
44,20
40,8
59,16
75,33
27,23
52,8
38,24
74,42
53,26
56,7
34,18
77,37
36,18
50,22
105,16
33,6
46,11
33,16
44,13
63,7
40,14
103,18
86,9
36,22
44,11
47,8
44,28
33,24
47,18
66,34
45,10
42,11
71,25
51,16
56,15
52,13
46,21
53,26
37,9
66,12
61,19
43,9
51,12
68,16
42,17
78,51
54,10
17,7
70,12
49,11
49,23
77,21
46,11
41,3
58,13
43,10
63,11
57,8
59,10
47,7
61,28
34,9
11,8
55,13
65,30
57,9
36,8
57,11
61,20
11,6
70,9
50,25
47,4
62,6
59,6
63,25
44,6
59,10
61,4
44,15
40,11
34,11
58,23
45,7
51,26
62,30
61,4
51,12
65,29
78,10
77,23
60,11
49,20
36,4
48,19
14,10
41,17
48,7
51,13
26,10
45,15
48,15
76,6
41,11
77,25
34,9
45,15
49,19
93,24
51,14
59,4
38,10
69,23
55,13
71,21
51,23
95,19
35,9
41,5
31,12
53,8
47,9
77,19
12,13
40,7
53,18
33,17
83,17
47,5
61,17
49,23
46,11
49,6
45,13
59,15
36,14
35,27
40,13
35,11
34,6
48,11
59,9
24,12
33,10
60,10
63,24
44,17
56,6
34,8
28,23
45,18
46,5
66,3
48,19
33,2
44,12
30,26
55,8
64,11
75,14
62,8
48,13
54,8
49,8
45,8
22,16
71,8
32,1
49,11
49,13
46,11
47,15
46,7
70,13
46,13
70,24
34,7
50,10
59,18
12,12
10,15
34,7
57,17
52,4
56,12
52,10
48,19
36,8
63,16
67,24
73,26
57,14
36,14
40,12
49,6
38,4
41,4
34,9
55,6
70,16
49,35
79,20
79,22
39,12
50,12
80,18
65,11
38,5
61,15
64,21
54,11
49,19
33,8
38,17
67,21
10,12
51,11
39,18
67,7
68,20
67,18
55,11
44,10
44,17
31,15
44,11
39,20
55,22
39,19
65,7
63,21
47,10
41,28
52,27
43,23
51,7
81,25
46,16
79,25
84,22
42,11
33,4
49,13
69,34
13,19
34,13
55,9
39,16
61,9
52,25
69,26
50,5
37,15
53,11
39,17
72,10
69,14
38,15
46,5
29,10
67,14
63,16
45,21
43,9
52,11
43,21
74,17
53,8
74,23
81,8
98,42
46,12
39,17
64,38
15,14
51,4
52,7
63,29
34,3
40,11
53,24
36,27
72,10
51,14
45,18
53,10
54,25
70,34
52,17
50,15
42,11
66,17
23,11
68,15
59,16
44,17
12,2
77,21
63,16
74,27
46,3
74,18
76,21
75,18
79,31
44,27
42,2
65,7
67,22
46,10
33,8
34,6
61,19
34,29
74,17
40,13
35,8
54,4
